Order, No, Type, Hotel Name, Hotel Country, Hotel CityMatched Link 1,Matched Link 2,Matched Link 3,Matched Link 4,Matched Link 5,Matched Link 6,Matched Link 7,Matched Link 8,Matched Link 9,Matched Link 10
"236","31818", Child,"Courtyard by Marriott San Diego Rancho Bernardo","United States","San Diego (CA)","https://www.marriott.com/en-us/hotels/sanbo-courtyard-san-diego-rancho-bernardo/overview/","https://www.marriott.com/en-us/hotels/sanbo-courtyard-san-diego-rancho-bernardo/rooms/","https://www.kayak.com/San-Diego-Hotels-Courtyard-by-Marriott-San-Diego-Rancho-Bernardo.129201.ksp","https://www.marriott.com/en-us/hotels/sanbo-courtyard-san-diego-rancho-bernardo/experiences/","https://www.momondo.com/hotels/san-diego/Courtyard-by-Marriott-San-Diego-Rancho-Bernardo.mhd129201.ksp","https://help.marriott.com/s/article/Article-28834","https://www.suiteness.com/suites/united-states/california/san-diego/courtyard-by-marriott-san-diego-rancho-bernardo","","",""
"237","31826", Child,"Maritim Jolie Ville Resort & Casino","Egypt","Sharm El Sheikh","https://www.maritim.com/en/hotels/egypt/resort-casino-sharm-el-sheikh/hotel-overview","https://www.jolieville-naama.com/","https://www.maritim.com/en/hotels/egypt/resort-casino-sharm-el-sheikh/rooms-suites","https://en.planetofhotels.com/egypt/sharm-el-sheikh/maritim-jolie-ville-resort-casino","https://maritimjoliesheikh.southsinaihotels.com/en/","https://www.touristegypt.com/hotels/maritim-jolie-ville-resort-casino-sharm-el-sheikh/","","","",""
"238","31843", Child,"Park Hotel Principe","Switzerland","Lugano","https://www.parkhotelprincipe.com/","https://www.parkhotelprincipe.com/en/hotel.html","https://www.parkhotelprincipe.com/de/","https://hotelcard.ch/en/hotel/park-hotel-principe-lugano","https://www.myswitzerland.com/en/accommodations/park-hotel-principe/","https://www.parkhotelprincipe.com/it/","https://www.momondo.com/hotels/lugano/Park-Hotel-Principe.mhd626226.ksp","","",""
"239","31872", Child,"Apartamentos Beni-Beach","Spain","Benidorm - Costa Blanca","https://www.beni-beach.com/indexeng.htm","https://www.beni-beach.com/","https://www.beni-beach.com/complejoeng.htm","https://www.sunshine.co.uk/hotels/beni_beach_apartments-4970.html","https://www.loveholidays.com/holidays/spain/costa-blanca/benidorm/benibeach-apartments.html","https://www.onthebeach.co.uk/hotels/spain/costa-blanca/benidorm/benibeach-apartments","https://apartamentos-beni-beach.costablanca-hotels.com/en/","","",""
"240","31875", Child,"Le Petit Hotel","Italy","Turin","https://www.lepetithotel.it/en/","https://www.lepetithotel.it/","https://le-petit-hotel-turin.at-hotels.com/en/","https://le-petit.hotels-in-turin.com/en/","https://www.onthebeach.co.uk/hotels/italy/turin/le-petit-hotel","","","","",""
"241","31885", Child,"Quinta do Mar - Country & Sea Village","Portugal","Lagos","https://www.quintadomardaluz.com/","https://www.d-reizen.nl/vakantie/portugal/algarve/praia-da-luz/aparthotel-quinta-do-mar-country-and-sea-village","https://www.hotels.com/ho1162680672/quinta-do-mar-country-sea-village-lagos-portugal/","https://www.holidaycheck.de/hi/quinta-do-mar-country-sea-village/d9cb9caf-d6eb-329a-b716-17739e96f96f","https://www.logitravel.pt/hoteis-praia/portugal/algarve/lagos/quinta-do-mar-country-sea-village--hotel-7624","https://www.lastminute.com/hotels/portugal/lagos/quinta-do-mar-country-sea-village_hid-41514","https://www.lastminute.de/hotel/portugal/lagos/quinta-do-mar-country-sea-village_hid-41514","https://neckermann.be/nl/vakanties/portugal/algarve/lagos/quinta-do-mar-country-and-sea-village--19701","https://www.mercuryholidays.co.uk/destination/europe/portugal/algarve/lagos/hotels/quinta-do-mar-country-and-sea-village",""
"242","31892", Child,"Adonis Lourdes - Notre Dame de la Sarte","France","Lourdes","https://www.adonis-lourdes.com/","https://www.adonis-hotels-residences.com/produit/adonis-lourdes-notre-dame-de-la-sarte/","https://www.adonis-lourdes.com/en/adonis-lourdes-notre-dame-de-lourdes/","https://www.adonis-lourdes.com/acces-adonis-lourdes-notre-dame-de-la-sarte/","","","","","",""
"243","31899", Child,"Hotel Soho","Estonia","Tartu","https://hotellsoho.eu/","https://www.hotels.com/ho2376760992/hotel-soho-tartu-estonia/","https://vi.hotels.com/ho2376760992/hotel-soho-tartu-estonia/","https://www.hotelsone.com/tartu-hotels-ee/hotel-soho.html","https://visitestonia.com/en/hotel-soho","","","","",""
"244","31906", Child,"Hotel Fontana","Italy","Amalfi","https://www.hotelfontanaamalfi.com/","https://www.hotelfontanaamalfi.it/en/","https://fontana.hotels-amalfi.com/","http://www.hotelfontanaamalfi.com/accommodation/index.php","https://www.thomascook.com/holidays/italy/amalfi-coast/amalfi/fontana-hotel-53441/","","","","",""
"245","31926", Child,"Hotel Adler","Italy","Milan","https://www.hoteladlermilano.it/index_en.asp","https://adler-milan.italymilanhotels.net/en/","https://hoteladlermilano.it/","https://adler.hotels-milan.net/en/","https://www.momondo.com/hotels/milan/Hotel-Adler.mhd147454.ksp","","","","",""
"246","31936", Child,"Nepali Heritage Hotel","Nepal","Kathmandu","https://nepali-heritage.hotels-kathmandu.com/en/","https://nepali-heritage.kathmandu-top-hotels.com/en/","https://vi.hotels.com/ho3380133632/nepali-heritage-hotel/","https://nepali-heritage.hotels-in-kathmandu.com/","","","","","",""
"247","31942", Child,"Rusk House Serviced Apartments","United States","Houston (TX)","https://www.theruskhouse.com/","https://ruskhouseapartments.hotelhouston.net/en/","https://rusk-house-serviced-apartments.houston-hotels-tx.net/en/","https://www.hoteles.com/en/ho3313784000/rusk-house-houston-united-states-of-america/","https://petsallowedhotels.com/hotels/rusk-house-serviced-apartments/","https://www.servicedapartment.com/usa/houston/11525470-rusk-house-serviced-apartments.html","","","",""
"248","31946", Child,"Nido Parque Mexico","Mexico","Mexico City","https://www.theapartmentnetwork.com/apartments/nido-parque-mexico/","https://www.hoteles.com/en/ho3366435840/nido-parque-mexico-mexico-city-mexico/","https://www.hotels.com/ho3366435840/nido-parque-mexico-mexico-city-mexico/","https://nido-parque-mexico.mexico-hotels-mx.com/en/","https://nido-parque-mexico.hotels-mexico-city.com/es/","","","","",""
"249","31950", Child,"THUY DUONG 3 Boutique Hotel & Spa","Vietnam","Hoi An","http://thuyduonghotel-hoian.com/","https://www.thuyduong3.com/?lang=en","https://thuy-duong-3.hoi-an-hotels.com/en/","https://thuy-duong-3.hotelsinhoian.net/en/","https://www.hotels.com/ho3284917536/thuy-duong-3-boutique-hotel-spa-hoi-an-vietnam/","https://thuy-duong-3-hotel.hotelsofhoian.com/","","","",""
"250","31958", Child,"Marufukuro","Japan","Kyoto","https://marufukuro.com/en/","https://marufukuro.com/en/about/","https://en.japantravel.com/kyoto/marufukuro-hotel/68872","https://marufukuro.hotelkyoto.net/en/","https://marufukuro.com/en/stay/","https://www.touristjapan.com/hotels/marufukuro/","https://guide.michelin.com/en/hotels-stays/kyoto/marufukuro-13866","","",""
"251","31968", Child,"Le Vert Boutique Hotel","Malaysia","Genting Highlands","https://levertgenting.com.my/","https://www.hotelsone.com/genting-highlands-hotels-my/le-vert-boutique-hotel.html","https://www.klook.com/en-MY/hotels/detail/1013659-le-vert-boutique-hotel/","","","","","","",""
"252","31975", Child,"Leonila's Travellers Inn","Philippines","Iloilo","https://guidetothephilippines.ph/accommodation/iloilo-city-hotels/leonila-s-travellers-inn","","","","","","","","",""
"253","31981", Child,"The Noverian Bios Santorini Vegan - Vegetarian Boutique Hotel","Greece","Santorini","https://noverianbios.com/","https://noverianbios.com/vegan-philosophy/","https://biossantoriniveganboutiquehotel.reserve-online.net/","https://www.hotelssantoriniisland.com/en/property/bios-santorini-vegan-vegetarian-boutique.html","https://www.happycow.net/reviews/the-noverian-bios-santorini-vegan-boutique-hotel-407482","https://www.chc.gr/gr/our-hotels-greece/santorini/the-noverian-bios-santorini.aspx","https://www.myboutiquehotel.com/en/boutique-hotels-fira-santorini/bios-santorini-vegan-vegetarian-boutique-hotel.html","","",""
"254","31991", Child,"Hotel Rivage Taormina","Italy","Taormina","https://www.hotelrivagetaormina.it/en/","https://www.hotelsone.com/taormina-hotels-it/hotel-rivage-taormina.html","https://rivagemazzeo.hotelstaormina.net/","https://www.hotelrivagetaormina.it/","https://rivagemazzeo.taorminahotels.org/","","","","",""
"255","32000", Child,"Happy Jomtien - Beachfront","Thailand","Pattaya","https://www.facebook.com/happyjomtien/","https://happy-vikings.com/","https://ca.hotels.com/ho2937174496/hotel-denmark-beachfront-pattaya-and-vicinity-thailand/","","","","","","",""
"256","32008", Child,"Minura Cala Galdana & Apartamentos d'Aljandar","Spain","Menorca","https://www.minurahotels.com/en/hotel-cala-galdana/","https://www.holidaycheck.de/hi/minura-cala-galdana-apartamentos-d-aljandartos-d-aljandar/48050ccb-6422-36db-a7c9-e8a59493cea6","https://www.onthebeach.co.uk/hotels/spain/menorca/cala-galdana/minura-cala-galdana-and-apartamentos-daljandar","https://www.minurahotels.com/hotel-cala-galdana/","https://www.jet2holidays.com/balearics/menorca/cala-galdana/minura-cala-galdana-and-apartments-daljandar","https://www.tui.com/hotels/minura-cala-galdana-and-apartamentos-daljandar-3586/hotelinformation/","","","",""
"257","32020", Child,"Best Western Premier Hidden Hills Hotel","Turkey","Ä°stanbul","https://www.hiddenhills.com.tr/","https://www.bestwestern.co.uk/hotels/best-western-premier-hidden-hills-hotel-78039","https://www.bestwestern.com/en_US/book/hotels-in-istanbul/best-western-premier-hidden-hills-hotel/propertyCode.78039.html","https://www.travelweekly.com/Hotels/Istanbul/Best-Western-Premier-Hidden-Hills-Hotel-p60025812","","","","","",""
"258","32041", Child,"Steigenberger Cecil Hotel Alexandria","Egypt","Alexandria","https://hrewards.com/en/steigenberger-cecil-hotel-alexandria","https://steigenberger-cecil-hotel-alexandria.h-rez.com/","https://www.hotels.com/ho119085/steigenberger-cecil-alexandria-hotel-alexandria-egypt/","https://egypttravelblog.com/steigenberger-cecil-hotel-alexandria/","https://www.touristegypt.com/hotels/steigenberger-cecil-alexandria-hotel/","https://www.wildernesstravel.com/lodgings/steigenberger-cecil-hotel/","","","",""
"259","32060", Child,"Fountains Hotel","South Africa","Cape Town","https://fountainshotel.co.za/","https://fountainshotel.com-capetown.com/en/","https://fountainshotel.co.za/accommodation/","https://fountains-hotel.hotels-capetown.com/en/","https://en.planetofhotels.com/south-africa/cape-town/fountains-hotel","https://fountains-hotel.capetown-hotels-za.com/en/","","","",""
"260","32069", Child,"The Ravenala Attitude","Mauritius","Mauritius Island","https://hotels-attitude.com/en/the-ravenala-attitude","https://www.islandstays.co.za/post/the-ravenala-attitude-mauritius","https://mauritius.com/hotel/the-ravenala-attitude-hotel","https://hotels-attitude.com/en/the-ravenala-attitude/rooms","https://www.myboutiquehotel.com/en/boutique-hotels-balaclava/the-ravenala-attitude.html","https://emerald.bg/web/files/hotels/Hotel/4197/files/THE%20RAVENALA%20ATTITUDE%202021-2022%20EN.pdf","https://holidays.africastay.com/accommodation/in-Mauritius_Island/Mauritius/attitude-ravenala-the-mauritius-island-mauritius/","https://holidays.mauritius.com/stay/the-ravenala-attitude-hotel","",""
"261","32082", Child,"Matan Kaan by GuruHotel","Mexico","Mahahual","https://matankaan.com/en","https://koox-matan-kaan.hotels-quintanaroo.com/en/","https://koox-matan-kaan-hotel.quintano-roohotels.com/","https://matankaan.com/es","https://www.centraldereservas.com/hoteles/mexico/quintana-roo/mahahual/matan-kaan-by-guruhotel","","","","",""
"262","32085", Child,"Hotel Interlaken","Switzerland","Interlaken","https://www.interlaken.ch/en/hotel/hotel-interlaken","https://www.jnterlaken.com/","https://www.myswitzerland.com/en/accommodations/hotel-interlaken/","https://www.myswitzerland.com/en-us/accommodations/hotel-search/-/interlaken/","","","","","",""
"263","32097", Child,"Rosslea Hall Hotel","United Kingdom","Rhu","https://www.rossleahallhotel.co.uk/","https://rosslea-hall.highlandshotelspage.com/","https://www.hotel-board.com/hotels/rosslea-hall-hotel-hotel-rhu-united-kingdom-89309.htm","https://www.itison.com/Glasgow/deals/4-rosslea-hall-hotel-helensburgh-stay","https://planetofhotels.com/en/united-kingdom/rhu/rosslea-hall-hotel","","","","",""
"264","32112", Child,"All Suites Appart Hotel Bordeaux Pessac","France","Pessac","https://www.allsuites.com/hotel/appart-hotel-pessac","https://www.allsuites.com/en/hotel/appart-hotel-pessac","https://www.allsuites.com/destination/pessac","https://www.bordeaux-tourisme.com/residence-tourisme/all-suites-appart-hotel-bordeaux-pessac.html","https://fr.hotels.com/ho542442/all-suites-appart-hotel-bordeaux-pessac-pessac-france/","https://www.travelweekly.com/Hotels/Pessac-France/All-Suites-Appart-Hotel-Bordeaux-Pessac-p53003078","","","",""
"265","32134", Child,"Shilla Stay Haeundae Bexco","South Korea","Busan","https://shilla-stay-haeundae.busan-hotel.com/en/","https://shilla-stay-haeundae.busan-hotelsweb.com/en/","https://www.momondo.com/hotels/busan/Shilla-Stay-Haeundae.mhd2757890.ksp","https://www.qantas.com/hotels/properties/274860-shilla-stay-haeundae-bexco","","","","","",""
"266","32209", Child,"Oaks Brisbane on Margaret Suites","Australia","Brisbane","https://www.oakshotels.com/en/oaks-212-margaret","https://www.oakshotels.com/en/oaks-212-margaret/rooms","https://www.oakshotels.com/en/oaks-212-margaret/contact","http://oaks-212-margaret.hotels-in-brisbane.net/en/","https://www.minorhotels.com/en/destinations/australia/brisbane/oaks-brisbane-on-margaret-suites","https://www.queensland.com/au/en/plan-your-holiday/accommodation/p-56b260322cbcbe7073ada30e-oaks-brisbane-on-margaret-suites","","","",""
"267","32225", Child,"HOTEL LiVEMAX BUDGET Shinbashi","Japan","Tokyo","https://livemax-shimbashi.alltokyohotels.com/en/","https://www.hotels-tokyo-jp.net/en/property/livemax-shimbashi.html","https://www.momondo.com/hotels/tokyo/Hotel-Livemax-Budget-Shinbashi.mhd624834.ksp","https://www.kayak.com/Tokyo-Hotels-Hotel-Livemax-Shimbashi.624834.ksp","https://livejapan.com/en/in-tokyo/in-pref-tokyo/in-shimbashi/spot-lj0077391/","","","","",""
"268","32235", Child,"Bitan Hotel","Taiwan","Taipei","https://bitan.com.tw/","https://www.hotels.com/ho386536/bitan-hotel-new-taipei-city-taiwan/","https://www.twnewtaipei.com/en/property/bitan-hotel.html","https://bitan-hotel-taipei.booked.net/","https://www.hotelsone.com/new-taipei-city-hotels-tw/bitan-hotel.html","","","","",""
"269","32257", Child,"Amara Resort & Spa","United States","Sedona (AZ)","https://www.amararesort.com/","https://www.amararesort.com/resort","https://www.amararesort.com/spa","https://www.cntraveler.com/hotels/united-states/sedona/amara-resort-and-spa","https://www.telegraph.co.uk/travel/destinations/north-america/united-states/arizona/sedona/hotels/amara-resort-and-spa-hotel/","https://www.amararesort.com/accommodations","","","",""
"270","32292", Child,"The Capitol Hotel Downtown, Ascend Hotel Collection","United States","Nashville (TN)","https://www.thecapitolhoteldowntownnashville.com/","https://www.choicehotels.com/tennessee/nashville/ascend-hotels/tn724?mc=llgoxxpx","https://www.kayak.com/Nashville-Hotels-The-Capitol-Hotel-Downtown-an-Ascend-Hotel-Collection-Member.8885.ksp","https://the-capitol-hotel-nashville.at-hotels.com/en/","https://www.choicehotels.com/tennessee/nashville/ascend-hotels/tn724","https://www.momondo.com/hotels/nashville/The-Capitol-Hotel-Downtown-Ascend-Hotel-Collection.mhd8885.ksp","https://www.priceline.com/hotel-deals/en-us/P3000020633/H45383/the-capitol-hotel-downtown-ascend-hotel-collection.ssp","","",""
"271","32297", Child,"Motel 6-Georgetown, TX","United States","Georgetown (TX)","https://www.motel6.com/en/home/motels.tx.georgetown.8816.html","https://www.kayak.com/Georgetown-Hotels-Motel-6-Georgetown-TX.3090397.ksp","https://www.hotelscombined.com/Hotel/Motel_6_Georgetown_TX.htm","https://www.hotelsone.com/georgetown-hotels-us/motel-6-georgetown-tx.html","https://www.reservations.com/hotel/econo-lodge-georgetown-georgetown-tx","https://www.oyorooms.com/us/294179/","https://www.priceline.com/hotel-deals/en-us/P3000021223/H3132005/motel-6-georgetown-tx.ssp","","",""
"272","32311", Child,"Lotte Hotel Saigon","Vietnam","Ho Chi Minh City","https://www.lottehotel.com/saigon-hotel/en.html/","https://www.lottehotel.com/saigon-hotel/en/information.html","https://lottesaigon.hotelhochiminh.net/en/","https://www.ho-chi-minh-cityhotels.com/en/property/lotte-legend-saigon.html","https://lotte-legend-saigon-ho-chi-minh-city.hochiminh-top-hotels.com/en/","https://hochieminhcityhotels.com/hotels/lotte-hotel-saigon/","","","",""
"273","32330", Child,"Amaris Hotel Teuku Umar","Indonesia","Bali","https://www.mysantika.com/indonesia/denpasar/amaris-hotel-teuku-umar","https://hotel.co.id/hotel/97772-amaris-hotel-teuku-umar","","","","","","","",""
"274","32332", Child,"The Westin Cozumel","Mexico","Cozumel","https://www.marriott.com/en-us/hotels/czmwi-the-westin-cozumel/overview/","https://www.marriott.com/es/hotels/czmwi-the-westin-cozumel/overview/","https://www.marriott.com/en-us/hotels/czmwi-the-westin-cozumel/rooms/","https://help.marriott.com/s/article/Article-25824","https://travelingos.com/mexico/cozumel/hotels/the-westin","","","","",""
"275","32342", Child,"Shangri-La Al Husn, Muscat - Adults Only Resort","Oman","Muscat","https://www.shangri-la.com/muscat/alhusnresortandspa/","https://www.shangri-la.com/muscat/alhusnresortandspa/about/","https://shangrilaalhusn.om-muscat.com/en/","https://www.shangri-lamuscat.com/","https://www.muscathotels.org/en/property/shangri-las-barr-al-jissah-resort-spa-al-husn.html","https://middleeasttraveller.com/shangri-la-al-husn/","https://shangrilaalhusnresortspa.topomanhotels.com/en/","","",""
"276","32349", Child,"Lyric Hotel Paris Opera","France","Paris","https://lyrichotelparis.com/","https://lyrichotelparis.com/fr/","https://lyrichotelparis.com/fr/hotel.html","https://lyric.iledefrance-hotel.com/en/","https://lyrichotelparis.com/en/hotel.html","https://lyric-hotel-paris.hotel-ds.com/en/","","","",""
"277","32363", Child,"Seri Inn Guesthouse","South Korea","Busan","https://seri-inn-guesthouse.busan-hotelsweb.com/en/","https://www.hotelsouthkorea.com/seri-inn-guesthouse/","https://en.planetofhotels.com/south-korea/busan/seri-inn-guesthouse","https://www.busanhotels.net/seri-guesthouse-inn.en-gb.html","https://www.momondo.com/hotels/busan/Seri-Inn-Guesthouse.mhd2767478.ksp","","","","",""
"278","32375", Child,"Polis of Naxos Boutique Hotel","Greece","Naxos Island","https://polisboutiquehotel.com/","https://polisboutiquehotel.com/about-us/","https://polisboutiquehotel.com/accomodation/","https://polisofnaxos.reserve-online.net/","","","","","",""
"279","32384", Child,"8Piuhotel","Italy","Lecce","https://www.8piuhotel.it/","https://www.8piuhotel.it/en/","https://www.hotelscombined.com.au/Hotel/8piuhotel.htm","https://8piuhotellecce.com-hotel.com/","","","","","",""
"280","32391", Child,"Apartamentos Alta Galdana","Spain","Menorca","http://alta-galdana.cala-galdana-menorca.hotels-menorca.com/en/","https://menorcacom.online/alta-galdana-apartments-menorca/","https://www.sunshine.co.uk/hotels/alta_galdana_apartments-4506.html","https://www.centraldereservas.com/hoteles/espana/islas-baleares/isla-de-menorca/cala-galdana/apartamentos-alta-galdana","https://menorcacom.online/es/apartamentos-alta-galdana/","","","","",""
"281","32395", Child,"Antelope Inn & Suites","United States","Clearfield (UT)","https://antelopinnandsuites.com/","https://antelopinnandsuites.com/other.php","https://www.momondo.com/hotels/clearfield/Days-Inn-by-Wyndham-Clearfield.mhd39874.ksp","https://ca.hotels.com/ho234636/","https://www.nitecrawler.com/destinations/ut/clearfield/hotels/101844914/antelope-inn--suites/","https://antelopinnandsuites.com/amenities.php","","","",""
"282","32407", Child,"Kefalos Beach Tourist Village","Cyprus","Paphos","https://www.kefalos.com.cy/","https://www.kefaloshotels.com/our-hotels/kefalos-beach-tourist-village/","https://www.onthebeach.co.uk/hotels/cyprus/paphos/kefalos-beach-tourist-village","http://www.cyprus-hotels.com/kefalos_beach_tourist_village_paphos.htm","https://www.cyprus-hotel.com/kefalos-beach-tourist-village","https://www.thomascook.com/holidays/cyprus/paphos/paphos/kefalos-beach-tourist-village-19623/","https://www.momondo.com/hotels/paphos/Kefalos-Beach-Tourist-Village.mhd149900.ksp","","",""
"283","32418", Child,"Hotel Sainte-Anne","Canada","Quebec City (QC)","https://www.hotelste-anne.com/en/","https://www.hotelste-anne.com/","https://www.hotelste-anne.com/en/a-propos","https://www.quebec-cite.com/en/businesses/hotel-ste-anne","https://www.hotelsone.com/quebec-city-hotels-ca/hotel-sainte-anne.html","https://sainte-anne.quebeccityhotelsonline.com/en/","https://www.hotelste-anne.com/en/rooms","","",""
"284","32427", Child,"Garden & City Six-Fours-les-Plages","France","Six Fours Les Plages","https://www.garden-city.fr/fr/six-fours.html","https://www.garden-city.fr/en/six-fours.html","https://www.maeva.com/fr-fr/residence-garden-city-six-fours-les-plages_137194.html","https://www.fram.fr/hotel-residence-garden-city-six-fours-les-plages-france-six-fours-les-plages-1017290.html","https://www.provencemed.com/en/hebergement/garden-city-six-fours/","https://fr.planetofhotels.com/france/six-fours-les-plages/residence-odalys-aryana","https://www.promovacances.com/france/residence-locative-residence-garden-city-six-fours-les-plages-toulon-six-fours-les-plages-1017290.html","","",""
"285","32432", Child,"The Gailes Hotel & Spa","United Kingdom","Irvine","https://www.gaileshotel.com/","https://www.facebook.com/GailesHotel/","https://www.gaileshotel.com/stay/","https://www.hotelsone.com/irvine-hotels-gb/the-gailes-hotel-and-spa.html","https://www.momondo.com/hotels/irvine-north-ayrshire/The-Gailes-Hotel-Spa.mhd181286.ksp","https://www.simpsinns.com/venues/the-gailes-hotel-spa","","","",""
"286","32433", Child,"Villa Castiglione","Italy","Impruneta","https://fortehospitality.it/villa-castiglione/","https://villacastiglione.kross.travel/","https://en.planetofhotels.com/italy/impruneta/villa-castiglione-country-house","","","","","","",""
"287","32445", Child,"Hotel Miramar","Spain","Lloret De Mar","https://www.metropolmiramar.com/en/hotel-miramar/","https://www.metropolmiramar.com/en/","https://miramar.hotellloretdemar.com/en/","https://www.onthebeach.co.uk/hotels/spain/costa-brava/lloret-de-mar/hotel-miramar","https://www.hotelinlloretdemar.com/en/property/miramar-lloret-de-mar.html","https://miramar-hotel-lloret-de-mar.at-hotels.com/en/","","","",""
"288","32449", Child,"Hotel Ponta Verde Maceio","Brazil","Maceio","https://www.hotelpontaverde.com.br/hoteis/maceio","https://www.hotelpontaverde.com.br/","https://www.hotelscombined.com/Hotel/Hotel_Ponta_Verde_Maceio.htm","https://www.kayak.com/Maceio-Hotels-Hotel-Ponta-Verde-Maceio.274620.ksp","","","","","",""
"289","32460", Child,"Hotel Crystal Interlaken","Switzerland","Interlaken","https://www.crystal-hotel.ch/","https://www.crystal-hotel.ch/en/hotel-crystal-interlaken.html","https://www.crystal-hotel.ch/en/","https://www.myswitzerland.com/en/accommodations/hotel-crystal-interlaken/","https://crystal-interlaken.swissalpshotels.net/en/","https://www.interlakenhotels.org/crystal.en-gb.html","https://citycentre-hotels.com/hotel-crystal-interlaken/","","",""
"290","32474", Child,"Majestic Cove Hotel - Formerly Le Meridien Fairway","United Arab Emirates","Dubai","https://www.dubai-hotels-now.com/en/property/majestic-cove-formerly-le-meridien-fairway.html","https://www.dubaiaccommodation.org/hotel-majestic-cove-formerly-le-meridien-fairway.en-gb.html","https://www.lastminute.com/hotels/united-arab-emirates/dubai/le-meridien-fairway_hid-22814","","","","","","",""
"291","32484", Child," The Purple Horse - Zilong Garden Hotel","China","Beijing","http://zilonggarden.hotels-inbeijing.com/","https://top-beijinghotels.com/%E7%B4%AB%E9%BE%99%E8%8A%B1%E5%9B%AD%E9%85%92%E5%BA%97-the-purple-horse-zilong-garden-hotel-beijing/","https://www.sniffhotels.com/cn/en/hotel/the-purple-horse","https://hizvo.com/hotel/zi-long-hua-yuan-jiu-dian/","","","","","",""
"292","32489", Child,"Khai Hotel Karakoy","Turkey","Ä°stanbul","https://www.khaihotel.com/karakoy/","https://www.khaihotel.com/karakoy/mainpage/2","https://www.hotels.com/ho3017821728/khai-hotel-karakoy-istanbul-turkiye/","https://vi.hotels.com/ho3017821728/khai-hotel-karakoy-istanbul-tho-nhi-ky/","https://www.khaihotel.com/karakoy/change-lang/2/rooms/12","https://tr.hotels.com/ho3017821728/khai-hotel-karakoy-istanbul-turkiye/","https://www.otelfiyat.com/otel/khai-hotel-karakoy-istanbul","https://www.go-istanbul-hotels.com/en/property/khaikarakoy.html","",""
"293","32500", Child,"The Poplar Resort Phu Quoc","Vietnam","Phu Quoc Island","https://www.traveloka.com/vi-vn/hotel/vietnam/the-poplar-resort-phu-quoc-9000002290496","https://www.vietnamtours247.com/the-poplar-resort-phu-quoc/","https://vietgoing.com/hotel/3349-the-poplar-resort-phu-quoc.html","","","","","","",""
"294","32504", Child,"Laputa Hotel Phu Quoc","Vietnam","Phu Quoc Island","https://www.traveloka.com/vi-vn/hotel/vietnam/laputa-hotel-phu-quoc-9000001152451","https://vi.planetofhotels.com/viet-nam/phu-quoc/laputa-hotel-phu-quoc","https://en.planetofhotels.com/vietnam/phu-quoc/laputa-hotel-phu-quoc","","","","","","",""
"295","32509", Child,"THE GENERAL KYOTO Bukkouji Shinmachi","Japan","Kyoto","https://globalhotels.jp/en/","https://the-general-bukkouji-shinmachi.kyotohotelspage.com/en/","https://japanwelcomesyou.com/the-general-kyoto-bukkouji-shinmachi/","https://veronikasadventure.com/the-general-kyoto-bukkouji-shinmachi/","https://thegeneralbukkoujishinmachi.hotelkyoto.net/en/","https://www.travelated.com/japan/kyoto-city/the-general-kyoto-bukkouji-shinmachi","","","",""
"296","32512", Child,"Hakone Gora Byakudan","Japan","Hakone","http://www.byakudan.co.jp/en/index.php","https://www.byakudan.co.jp/en/top2.php","https://www.japanican.com/hotel/japan/hakone/hakone-gora-byakudan","https://www.byakudan.co.jp/en/onsen/","https://japanese-onsen.com/ryokans/hakone-gora-byakudan/","https://gora-byakudan-ninotaira-jp.hakonehotelspage.com/en/","https://luxuryhotelkyoto.com/hakone/hakone-gora-byakudan/","","",""
"297","32521", Child,"Ta Xua Ecolodge","Vietnam","Ban Coc Lua","https://eholiday.vn/ta-xua-ecolodge-son-la/","http://ecolodgetaxua.com/","https://mia.vn/cam-nang-du-lich/khu-nghi-duong-ta-xua-ecolodge-15119","https://www.traveloka.com/vi-vn/hotel/vietnam/ta-xua-ecolodge-9000001207358","https://www.facebook.com/people/T%C3%A0-X%C3%B9a-Ecolodge/100090338950589/","https://taxuatour.com/ta-xua-ecolodge/","http://ecolodgetaxua.com/?lang=en","https://www.facebook.com/people/T%C3%A0-X%C3%B9a-Ecolodge/61570840920796/","",""
"298","32551", Child,"Hostel Gdansk Szafarnia 10 Old Town","Poland","Gdansk","https://www.szafarnia10.pl/en/","https://www.szafarnia10.pl/","https://www.szafarnia10.pl/en/gdansk","https://szafarnia-10-bb.gdanskhotel.net/","https://www.hostelworld.com/hostels/p/313647/hostel-gdansk-szafarnia-10/","https://www.hostelworld.com/pl/schroniska/p/313647/hostel-gdansk-szafarnia-10/","https://szafarnia-10-bb.gdanskhotel24.com/","","",""
"299","32576", Child,"Port Lincoln Caravan Park","Australia","Port Lincoln","https://www.portlincolntouristpark.com.au/","https://plcp.com.au/","https://portlincoln.com.au/products/accommodation/port-lincoln-caravan-park-2/","https://gdayparks.com.au/parks/south-australia/port-lincoln/port-lincoln-tourist-park","https://southaustralia.com/products/eyre-peninsula/accommodation/port-lincoln-caravan-park","https://portlincoln.com.au/products/caravan-camping-and-holiday-parks/","https://www.lowereyrepeninsula.sa.gov.au/recreation-and-tourism/caravan-parks/port-lincoln-caravan-park","https://plcp.com.au/powered-sites","https://www.holidayparks.info/en-gb/australia/south-australia/port-lincoln/campsite-port-lincoln-tourist-park","https://www.portlincolntouristpark.com.au/accommodation/large-drive-through-concrete-powered-sites/"
